job_title,salary_usd,salary_currency,experience_level,employment_type,company_name,remote_ratio,education_required,years_experience,posting_date,application_deadline,job_description_length,benefits_score,employee_residence
AI Architect,68041,USD,EN,PT,Algorithmic Solutions,0,PhD,1,2025-01-02,2025-02-07,2378,5.8,Singapore
Data Analyst,94967,USD,SE,PT,Cloud AI Solutions,100,Bachelor,7,2025-03-15,2025-04-15,1358,5.8,Ireland
AI Product Manager,88652,USD,EN,CT,Smart Analytics,0,Bachelor,0,2024-09-02,2024-09-25,2351,8.5,India
NLP Engineer,103122,EUR,SE,PT,Cognitive Computing,0,Associate,6,2025-03-15,2025-04-29,1769,8.3,Germany
Autonomous Systems Engineer,45363,EUR,EN,CT,Neural Networks Co,0,Associate,1,2024-05-31,2024-06-27,1197,8.9,France
Data Engineer,143128,USD,SE,CT,Future Systems,0,Associate,6,2024-10-01,2024-12-07,2198,5.5,Singapore
Data Engineer,42305,USD,EN,FL,DeepTech Ventures,100,Associate,0,2025-04-21,2025-05-16,2143,5.7,Austria
Data Analyst,129780,USD,EX,CT,Autonomous Tech,0,Associate,14,2024-11-20,2024-12-11,2001,6.6,China
Principal Data Scientist,102333,USD,SE,FL,Smart Analytics,0,PhD,7,2024-11-13,2025-01-09,513,8.1,Finland
Head of AI,140644,EUR,SE,CT,Predictive Systems,50,Master,7,2024-04-24,2024-05-13,531,5.2,Netherlands
AI Product Manager,67729,USD,MI,FT,Autonomous Tech,0,Associate,2,2024-10-05,2024-11-14,2165,5.8,Canada
AI Research Scientist,52341,USD,EN,CT,TechCorp Inc,50,Bachelor,0,2024-07-09,2024-09-14,2002,6.6,South Korea
Data Scientist,137293,USD,EX,CT,Advanced Robotics,50,PhD,16,2025-03-25,2025-06-05,875,9.3,Israel
Data Analyst,339576,USD,EX,CT,DataVision Ltd,0,Associate,11,2025-03-21,2025-05-28,1658,5.6,Japan
Research Scientist,80084,USD,EN,PT,Quantum Computing Inc,50,PhD,0,2024-04-30,2024-07-10,1410,7.5,China
Deep Learning Engineer,49937,USD,EN,FL,TechCorp Inc,100,Master,1,2025-01-10,2025-03-08,1021,8.7,Ireland
Head of AI,106702,GBP,MI,FT,DeepTech Ventures,50,PhD,2,2024-10-02,2024-11-12,1965,7.3,United Kingdom
Robotics Engineer,128222,USD,EX,CT,TechCorp Inc,50,Bachelor,16,2024-10-13,2024-10-29,824,7.5,China
AI Software Engineer,110090,USD,EX,FT,Quantum Computing Inc,50,Bachelor,15,2024-01-09,2024-02-24,768,6.7,Austria
Deep Learning Engineer,76543,USD,MI,PT,DeepTech Ventures,50,Bachelor,2,2024-05-27,2024-08-01,2072,7.6,Singapore
Deep Learning Engineer,73924,USD,MI,FL,Quantum Computing Inc,100,Associate,4,2024-12-06,2025-01-13,505,9.7,Israel
Data Scientist,67710,GBP,EN,FL,Predictive Systems,100,PhD,1,2024-11-16,2024-12-04,2000,5.0,United Kingdom
Data Scientist,149414,EUR,EX,FL,Neural Networks Co,50,Associate,12,2024-01-16,2024-03-01,809,5.5,France
Principal Data Scientist,107168,USD,SE,FT,Advanced Robotics,100,Associate,7,2024-07-01,2024-08-17,852,9.4,South Korea
Data Engineer,249119,USD,EX,FT,Machine Intelligence Group,0,Associate,10,2024-01-28,2024-02-18,1720,9.2,United Kingdom
AI Architect,127573,EUR,SE,FT,Machine Intelligence Group,100,Bachelor,5,2024-07-01,2024-07-26,1399,7.0,Germany
Autonomous Systems Engineer,43598,USD,EN,FL,Digital Transformation LLC,100,Associate,1,2025-02-18,2025-03-17,1241,9.0,Denmark
Machine Learning Researcher,65487,USD,MI,CT,AI Innovations,0,Associate,2,2024-04-08,2024-05-22,1941,5.3,Canada
Data Engineer,47782,USD,EN,PT,Smart Analytics,0,Bachelor,1,2024-07-31,2024-09-08,914,6.5,Ireland
Head of AI,175172,EUR,EX,PT,Smart Analytics,50,Associate,15,2024-04-16,2024-06-18,1866,7.3,Netherlands
AI Research Scientist,60730,USD,EN,PT,AI Innovations,50,Master,0,2025-02-19,2025-03-28,2043,7.5,South Korea
Machine Learning Researcher,71249,EUR,EN,FT,Autonomous Tech,50,PhD,0,2024-06-11,2024-07-09,2437,8.9,France
AI Product Manager,102582,USD,MI,FT,Smart Analytics,50,PhD,3,2024-12-26,2025-02-12,1473,8.3,Singapore
NLP Engineer,90463,USD,SE,PT,DeepTech Ventures,0,Master,6,2024-08-24,2024-10-09,1115,8.9,United States
AI Software Engineer,81580,EUR,EN,FT,AI Innovations,100,PhD,0,2024-10-24,2024-11-29,1507,6.8,France
Machine Learning Researcher,39147,USD,EN,FT,Quantum Computing Inc,0,PhD,1,2024-03-11,2024-04-27,706,6.3,Singapore
Data Scientist,98628,USD,EX,PT,AI Innovations,0,Bachelor,15,2024-10-16,2024-12-28,1330,6.3,Ireland
NLP Engineer,152545,USD,EX,CT,Future Systems,100,Bachelor,11,2024-10-30,2024-12-28,1052,7.9,Austria
Data Analyst,104445,USD,SE,PT,TechCorp Inc,50,PhD,8,2024-06-12,2024-07-04,2452,6.9,Austria
Head of AI,65752,EUR,EN,FT,DeepTech Ventures,50,Associate,0,2024-12-22,2025-02-03,1995,8.7,France
NLP Engineer,82597,USD,EN,FL,DeepTech Ventures,50,Associate,1,2024-11-24,2025-01-15,2140,7.0,Norway
Machine Learning Researcher,267028,USD,EX,FL,Neural Networks Co,100,Bachelor,16,2024-11-07,2024-12-08,1901,9.5,United States
Data Engineer,128318,USD,SE,FL,Algorithmic Solutions,100,Associate,8,2024-08-06,2024-08-22,2430,7.0,United States
AI Specialist,86397,USD,SE,PT,DataVision Ltd,100,Associate,7,2025-04-15,2025-05-17,981,9.9,Austria
AI Research Scientist,79658,USD,MI,CT,AI Innovations,50,PhD,2,2024-08-10,2024-10-16,2142,9.2,Sweden
ML Ops Engineer,96874,USD,EN,FL,Cloud AI Solutions,100,PhD,0,2024-06-19,2024-08-24,848,9.2,Denmark
Machine Learning Researcher,118808,USD,SE,FL,Cognitive Computing,0,Associate,6,2024-09-10,2024-11-05,1574,9.9,Japan
NLP Engineer,76370,GBP,EN,FL,Future Systems,50,PhD,1,2024-09-06,2024-11-03,1635,8.4,United Kingdom
Robotics Engineer,74758,USD,MI,PT,Advanced Robotics,50,Bachelor,4,2024-01-29,2024-03-24,886,8.0,South Korea
Computer Vision Engineer,122037,EUR,MI,FL,AI Innovations,0,Associate,3,2024-04-08,2024-05-01,2456,5.6,United States
Data Scientist,88801,USD,EN,FT,Predictive Systems,50,PhD,0,2025-02-15,2025-04-15,1021,6.9,Sweden
ML Ops Engineer,67760,EUR,EN,FT,Digital Transformation LLC,100,PhD,0,2024-12-03,2025-01-05,1279,7.2,Germany
AI Consultant,120788,USD,SE,FT,Quantum Computing Inc,100,Master,6,2024-08-10,2024-09-04,763,6.5,Austria
AI Research Scientist,112376,USD,EX,CT,Advanced Robotics,50,PhD,13,2024-01-23,2024-02-09,733,5.2,Japan
AI Architect,38003,USD,EN,PT,Smart Analytics,0,Associate,0,2024-12-13,2024-12-31,2074,6.8,India
Principal Data Scientist,233027,USD,EX,FL,Algorithmic Solutions,100,Bachelor,16,2025-01-07,2025-01-27,1741,9.2,Sweden
Autonomous Systems Engineer,49957,USD,EN,CT,DataVision Ltd,100,PhD,0,2024-08-25,2024-10-26,1644,6.8,Switzerland
Deep Learning Engineer,152644,USD,EX,CT,Advanced Robotics,50,PhD,10,2024-01-05,2024-01-27,1872,7.4,India
Computer Vision Engineer,37799,USD,EN,FL,Cognitive Computing,0,Associate,0,2024-08-23,2024-11-02,2070,5.2,Finland
Machine Learning Engineer,143495,USD,MI,FT,Future Systems,100,Associate,3,2024-08-05,2024-08-24,1293,5.7,United States
AI Product Manager,43752,USD,EN,FT,DeepTech Ventures,100,Bachelor,1,2025-01-18,2025-02-09,2104,5.9,Austria
Principal Data Scientist,83991,EUR,MI,FT,Future Systems,50,PhD,2,2024-09-30,2024-11-07,2142,9.2,France
NLP Engineer,114239,EUR,MI,FT,Cloud AI Solutions,50,Bachelor,4,2024-02-15,2024-03-26,2316,7.4,Netherlands
Computer Vision Engineer,168205,EUR,SE,FT,Advanced Robotics,50,Bachelor,8,2024-06-15,2024-08-02,2480,8.9,Germany
AI Architect,262466,EUR,EX,CT,TechCorp Inc,100,PhD,17,2024-10-16,2024-12-24,1789,5.6,Austria
AI Specialist,51912,USD,MI,PT,Digital Transformation LLC,0,Master,3,2024-09-26,2024-11-06,2388,8.3,United Kingdom
AI Software Engineer,40027,USD,EN,PT,Quantum Computing Inc,50,PhD,0,2024-08-22,2024-09-18,1290,5.4,Japan
AI Consultant,88210,USD,MI,FT,Machine Intelligence Group,100,Associate,2,2024-02-22,2024-03-19,2326,8.1,Austria
ML Ops Engineer,99893,USD,MI,PT,Algorithmic Solutions,0,Associate,4,2024-08-17,2024-10-09,1560,7.2,Norway
Robotics Engineer,42419,USD,EN,FL,TechCorp Inc,100,Associate,1,2025-02-03,2025-02-24,1267,8.0,Israel
Autonomous Systems Engineer,82214,EUR,MI,FT,TechCorp Inc,100,Bachelor,4,2024-06-18,2024-07-18,1771,9.9,Netherlands
Robotics Engineer,94849,GBP,EN,FL,Autonomous Tech,0,Master,1,2024-11-30,2024-12-22,952,7.6,United Kingdom
AI Architect,47607,USD,EN,FL,Cloud AI Solutions,50,PhD,1,2024-07-21,2024-09-18,1133,5.7,South Korea
Machine Learning Researcher,68677,USD,MI,PT,DataVision Ltd,0,Master,3,2025-01-12,2025-02-26,2328,9.0,Australia
AI Research Scientist,186039,USD,EX,FT,TechCorp Inc,50,Associate,17,2025-04-04,2025-06-11,1418,5.4,Denmark
AI Research Scientist,97063,USD,SE,FT,Autonomous Tech,50,Bachelor,5,2024-06-20,2024-07-26,1604,5.8,Israel
Head of AI,106350,USD,MI,PT,DeepTech Ventures,100,PhD,4,2024-10-08,2024-10-28,1268,6.6,Norway
Principal Data Scientist,102308,USD,MI,CT,DataVision Ltd,50,Associate,4,2024-02-24,2024-05-05,814,5.6,Singapore
AI Architect,129184,EUR,SE,PT,Algorithmic Solutions,50,Bachelor,7,2024-02-28,2024-03-21,1961,6.1,Germany
Robotics Engineer,174881,USD,EX,CT,DeepTech Ventures,100,Bachelor,17,2024-01-22,2024-02-22,980,7.7,Canada
Principal Data Scientist,148510,EUR,EX,FT,DataVision Ltd,0,Associate,14,2024-09-27,2024-12-09,2056,10.0,Sweden
Machine Learning Engineer,159816,USD,EX,FL,Algorithmic Solutions,0,Bachelor,13,2024-09-01,2024-10-31,806,8.8,China
Computer Vision Engineer,230756,USD,EX,PT,Cognitive Computing,0,Associate,14,2024-05-15,2024-06-07,859,9.8,Denmark
AI Consultant,186879,USD,EX,CT,DataVision Ltd,0,Associate,18,2024-02-16,2024-04-21,1251,7.9,United States
Head of AI,81955,USD,SE,CT,DeepTech Ventures,50,Bachelor,9,2024-06-28,2024-07-31,2303,9.5,Austria
AI Specialist,73734,USD,EN,FL,DataVision Ltd,100,PhD,0,2024-04-02,2024-06-05,665,8.3,Australia
Principal Data Scientist,100183,USD,EX,CT,DataVision Ltd,100,Master,13,2024-11-29,2024-12-25,1799,9.7,Austria
Head of AI,257641,USD,EX,FL,TechCorp Inc,0,Bachelor,16,2024-09-22,2024-12-02,1471,9.7,Norway
AI Software Engineer,100886,USD,MI,FT,Cloud AI Solutions,50,Bachelor,2,2025-01-13,2025-02-02,2199,6.4,Norway
AI Architect,92991,USD,MI,PT,Smart Analytics,0,Master,3,2024-03-02,2024-04-14,2224,9.3,Sweden
AI Research Scientist,70528,USD,SE,PT,Neural Networks Co,0,Bachelor,5,2024-06-14,2024-08-24,2457,7.7,Israel
AI Consultant,79806,USD,EN,CT,Digital Transformation LLC,50,Master,0,2024-11-26,2025-01-19,2448,5.7,South Korea
Robotics Engineer,87653,USD,SE,FT,Advanced Robotics,100,Associate,5,2025-03-14,2025-05-05,690,9.1,Norway
NLP Engineer,125873,EUR,MI,CT,Neural Networks Co,100,PhD,4,2024-12-20,2025-02-26,1570,7.1,Netherlands
Deep Learning Engineer,147151,USD,SE,FT,Algorithmic Solutions,0,Associate,9,2024-10-17,2024-12-28,828,7.8,France
Data Analyst,285681,USD,EX,FT,Smart Analytics,50,Bachelor,14,2024-04-20,2024-05-30,2477,8.5,Switzerland
AI Consultant,131530,USD,EX,FL,Quantum Computing Inc,50,Master,14,2024-02-26,2024-04-18,2142,5.3,Ireland
Machine Learning Engineer,287045,GBP,EX,PT,AI Innovations,0,Associate,15,2025-02-10,2025-03-24,2289,9.4,Canada
Deep Learning Engineer,67041,USD,MI,CT,DataVision Ltd,0,Associate,3,2024-05-13,2024-06-12,2143,6.8,Austria
AI Consultant,62686,USD,MI,FT,TechCorp Inc,100,Bachelor,3,2024-11-19,2024-12-08,2080,9.8,Ireland
Research Scientist,133903,USD,EX,FL,DataVision Ltd,100,Master,15,2024-04-03,2024-06-10,1157,6.1,Canada
Computer Vision Engineer,55231,USD,EN,FL,Advanced Robotics,100,Associate,0,2024-05-11,2024-06-13,1456,5.1,France
AI Specialist,79160,USD,MI,PT,Machine Intelligence Group,100,Master,4,2024-07-17,2024-08-21,1045,9.4,Singapore
AI Consultant,263466,EUR,EX,FT,Digital Transformation LLC,0,Associate,12,2024-12-23,2025-02-06,1440,6.7,Germany
Computer Vision Engineer,66838,USD,MI,CT,Predictive Systems,100,Master,4,2024-07-16,2024-08-06,1348,8.8,Australia
AI Consultant,77442,EUR,EN,FL,Smart Analytics,50,Bachelor,0,2024-04-13,2024-06-23,2116,7.6,Germany
AI Specialist,65870,USD,MI,FT,Algorithmic Solutions,50,PhD,4,2024-11-10,2024-12-09,1975,9.1,Japan
Autonomous Systems Engineer,72817,USD,MI,FL,Quantum Computing Inc,0,Bachelor,2,2025-04-09,2025-06-14,1543,9.4,China
AI Research Scientist,121997,USD,MI,CT,Machine Intelligence Group,100,Bachelor,3,2024-10-11,2024-12-18,1993,5.8,Norway
Robotics Engineer,124677,USD,MI,FT,Predictive Systems,0,Bachelor,3,2024-08-04,2024-09-01,1548,6.2,Denmark
AI Product Manager,93067,USD,SE,CT,Algorithmic Solutions,50,PhD,7,2024-03-11,2024-04-16,1122,6.7,United Kingdom
AI Product Manager,46698,USD,EN,CT,Algorithmic Solutions,100,Master,0,2024-12-10,2025-01-05,2422,9.2,South Korea
Data Analyst,177055,USD,EX,FT,Neural Networks Co,100,PhD,10,2024-02-04,2024-02-29,1794,9.5,Switzerland
Robotics Engineer,72665,EUR,EN,FT,DeepTech Ventures,0,Master,1,2024-05-16,2024-06-06,978,7.9,France
AI Software Engineer,167583,EUR,EX,FL,Quantum Computing Inc,100,Bachelor,18,2024-09-21,2024-11-14,1518,9.3,Germany
Data Analyst,89059,USD,SE,FL,Predictive Systems,50,Associate,5,2024-09-09,2024-10-17,1017,9.6,Israel
Data Scientist,40936,USD,EN,FT,Advanced Robotics,0,Master,1,2024-11-27,2025-01-12,765,7.3,China
Data Scientist,151968,GBP,EX,PT,Quantum Computing Inc,50,Master,10,2024-10-09,2024-10-27,1215,5.4,United Kingdom
Computer Vision Engineer,178453,GBP,EX,FT,DataVision Ltd,0,Master,11,2024-05-16,2024-06-09,2351,6.2,Sweden
Autonomous Systems Engineer,70773,USD,MI,PT,Future Systems,50,Associate,4,2025-02-22,2025-03-26,1294,7.0,United Kingdom
Data Scientist,62449,USD,MI,FL,Advanced Robotics,100,PhD,3,2024-02-21,2024-05-03,1726,6.6,China
AI Consultant,110236,USD,EX,PT,Digital Transformation LLC,100,PhD,19,2024-11-22,2024-12-25,1871,8.4,South Korea
Principal Data Scientist,69727,USD,EN,FL,Digital Transformation LLC,100,Master,1,2024-01-11,2024-03-02,1153,10.0,Sweden
Research Scientist,176638,USD,SE,PT,TechCorp Inc,50,Master,8,2024-08-11,2024-09-15,955,5.7,Singapore
AI Specialist,91647,GBP,EN,CT,Future Systems,50,Bachelor,1,2025-02-13,2025-03-29,786,6.8,United Kingdom
AI Architect,58147,USD,MI,PT,DeepTech Ventures,50,PhD,4,2025-02-16,2025-04-23,2140,7.0,South Korea
ML Ops Engineer,128104,USD,EX,CT,TechCorp Inc,50,PhD,17,2024-04-12,2024-05-29,935,6.9,Australia
Head of AI,72485,USD,EN,PT,Machine Intelligence Group,100,Associate,1,2024-04-28,2024-05-22,2399,5.4,Australia
NLP Engineer,167076,USD,EX,PT,Algorithmic Solutions,100,Bachelor,12,2025-04-21,2025-06-28,2116,7.0,South Korea
NLP Engineer,89217,USD,MI,FL,Cognitive Computing,0,Associate,3,2025-03-29,2025-06-08,1719,5.3,China
Deep Learning Engineer,123207,USD,MI,PT,Algorithmic Solutions,100,PhD,4,2025-02-07,2025-03-22,1635,7.1,Sweden
Data Scientist,52059,USD,MI,PT,DataVision Ltd,50,PhD,2,2025-03-27,2025-04-23,1387,7.4,Japan
Deep Learning Engineer,97190,USD,MI,FL,Smart Analytics,0,Master,4,2024-05-30,2024-07-20,2033,8.4,Netherlands
ML Ops Engineer,64138,USD,MI,FL,Advanced Robotics,0,Master,2,2025-03-23,2025-04-25,1575,6.2,Israel
Head of AI,80633,GBP,EN,CT,DataVision Ltd,50,Bachelor,0,2024-05-14,2024-06-13,879,9.4,United Kingdom
Machine Learning Researcher,149587,USD,SE,FT,Future Systems,100,Bachelor,8,2024-06-23,2024-07-31,1472,9.2,Sweden
Computer Vision Engineer,244745,USD,EX,PT,Machine Intelligence Group,100,PhD,14,2025-03-22,2025-04-16,2169,6.4,Sweden
AI Product Manager,67712,USD,MI,FT,Algorithmic Solutions,50,PhD,4,2024-11-30,2024-12-23,1910,5.5,Israel
Machine Learning Engineer,60111,USD,EN,PT,Cloud AI Solutions,100,PhD,1,2024-06-29,2024-07-18,661,6.1,Japan
Head of AI,159242,USD,EX,PT,Digital Transformation LLC,0,Associate,13,2024-08-17,2024-10-19,530,9.9,China
AI Architect,123148,USD,EX,FL,Algorithmic Solutions,50,Bachelor,13,2024-09-10,2024-10-13,951,9.6,Switzerland
Machine Learning Researcher,117747,EUR,SE,PT,Smart Analytics,0,Associate,5,2024-09-18,2024-10-04,2095,5.6,Germany
Autonomous Systems Engineer,63372,EUR,EN,FL,Smart Analytics,100,Bachelor,0,2024-06-22,2024-08-05,1758,5.8,Netherlands
Data Analyst,87220,USD,SE,PT,DataVision Ltd,50,PhD,6,2024-07-05,2024-09-01,1664,5.8,Ireland
Autonomous Systems Engineer,197219,EUR,EX,CT,Advanced Robotics,0,Master,11,2024-07-21,2024-09-24,1587,7.8,Germany
AI Software Engineer,147884,USD,SE,PT,Machine Intelligence Group,0,PhD,9,2024-05-13,2024-07-24,1048,8.7,United States
Principal Data Scientist,84613,USD,EN,FT,Advanced Robotics,50,PhD,1,2024-07-09,2024-08-24,1986,7.7,Singapore
Autonomous Systems Engineer,147756,USD,EX,FL,Future Systems,100,PhD,16,2024-06-08,2024-08-18,2364,5.5,China
AI Specialist,103538,USD,MI,CT,Digital Transformation LLC,0,Master,2,2024-10-18,2024-11-09,1541,9.9,Singapore
Principal Data Scientist,62487,USD,MI,FL,Cloud AI Solutions,50,Bachelor,4,2024-09-01,2024-10-12,1573,8.8,India
AI Consultant,44191,USD,EN,PT,AI Innovations,0,PhD,0,2024-06-24,2024-08-31,1535,8.2,China
Machine Learning Engineer,66161,USD,SE,FL,Smart Analytics,50,Master,8,2025-03-11,2025-05-13,1380,8.1,Ireland
Machine Learning Researcher,52724,USD,EN,FT,Neural Networks Co,100,Master,1,2025-01-26,2025-02-13,1951,6.0,China
Data Engineer,183610,USD,SE,CT,Neural Networks Co,100,PhD,9,2024-01-14,2024-01-29,680,6.2,Switzerland
Principal Data Scientist,209494,USD,EX,CT,Neural Networks Co,100,Bachelor,18,2024-09-05,2024-09-26,2102,7.1,Canada
Research Scientist,76714,USD,EN,CT,Cloud AI Solutions,0,Associate,0,2024-02-14,2024-03-28,1247,9.9,United Kingdom
Machine Learning Researcher,191575,USD,EX,FL,Machine Intelligence Group,0,Bachelor,10,2024-09-02,2024-11-07,1197,8.2,Australia
Deep Learning Engineer,72633,USD,EN,FT,Quantum Computing Inc,0,PhD,0,2024-04-12,2024-05-25,1648,5.4,Australia
AI Specialist,120041,USD,MI,PT,Predictive Systems,100,Bachelor,4,2024-10-16,2024-11-23,2305,8.1,Switzerland
AI Architect,164029,USD,SE,FT,DeepTech Ventures,0,Bachelor,6,2024-08-20,2024-09-18,2341,6.4,Switzerland
AI Architect,124364,EUR,MI,FT,Advanced Robotics,0,Bachelor,3,2024-01-28,2024-04-04,1230,8.9,Germany
ML Ops Engineer,84344,EUR,MI,FL,DeepTech Ventures,50,Associate,2,2024-05-06,2024-06-05,2161,7.0,Germany
Autonomous Systems Engineer,88502,USD,MI,FT,Cloud AI Solutions,100,Master,2,2025-04-22,2025-05-15,1205,9.2,Canada
AI Software Engineer,78601,USD,EN,FT,TechCorp Inc,100,Master,1,2025-03-27,2025-06-01,1329,8.9,United States
ML Ops Engineer,62274,USD,EN,PT,Cloud AI Solutions,50,Bachelor,0,2025-02-15,2025-03-29,1579,9.5,Singapore
AI Architect,76304,GBP,EN,CT,TechCorp Inc,0,Associate,1,2024-05-17,2024-07-16,2376,9.0,United Kingdom
Machine Learning Engineer,151356,USD,EX,PT,Neural Networks Co,0,Master,13,2024-05-11,2024-07-05,603,6.8,Finland
AI Consultant,85338,USD,MI,FT,Algorithmic Solutions,50,Master,4,2024-05-03,2024-07-12,2172,5.8,Denmark
AI Specialist,54995,USD,MI,FT,Digital Transformation LLC,0,Bachelor,2,2024-01-29,2024-04-09,537,7.8,Ireland
ML Ops Engineer,118745,USD,MI,PT,Predictive Systems,50,Bachelor,2,2024-01-14,2024-02-02,2216,5.7,Sweden
Principal Data Scientist,258992,GBP,EX,FL,DeepTech Ventures,100,Associate,12,2024-05-05,2024-07-03,1036,9.3,United Kingdom
AI Product Manager,272932,USD,EX,FL,TechCorp Inc,0,Associate,10,2024-05-14,2024-06-09,1220,8.6,Denmark
AI Product Manager,89377,USD,SE,CT,AI Innovations,0,PhD,9,2025-02-02,2025-04-09,1967,9.4,Finland
Principal Data Scientist,105831,USD,EN,PT,Advanced Robotics,100,Associate,0,2025-02-22,2025-04-17,2497,9.8,Switzerland
Machine Learning Engineer,173782,USD,SE,PT,Machine Intelligence Group,0,Associate,7,2024-02-07,2024-04-07,524,7.7,Norway
NLP Engineer,63057,USD,MI,CT,Advanced Robotics,100,PhD,4,2024-01-13,2024-02-24,1950,6.2,India
Head of AI,78962,EUR,EN,FL,Advanced Robotics,0,PhD,1,2025-04-12,2025-06-03,2069,9.9,Germany
Computer Vision Engineer,153206,USD,MI,FT,Smart Analytics,50,Bachelor,3,2024-07-18,2024-08-01,1901,6.4,Denmark
Machine Learning Engineer,65249,USD,EN,FL,AI Innovations,0,Master,0,2024-06-23,2024-07-15,950,8.4,Sweden
Principal Data Scientist,163180,USD,EX,FL,Cognitive Computing,50,Associate,16,2025-04-14,2025-06-22,1823,7.0,Finland
Machine Learning Engineer,72152,USD,SE,CT,Future Systems,100,Master,9,2024-01-30,2024-03-21,1846,5.8,Austria
ML Ops Engineer,58609,USD,EN,FL,DataVision Ltd,100,Associate,0,2024-08-28,2024-10-20,1970,6.7,Ireland
Research Scientist,81928,EUR,EN,FL,Smart Analytics,50,Master,1,2025-03-10,2025-05-22,1397,6.6,France
Autonomous Systems Engineer,37110,USD,EN,CT,Machine Intelligence Group,50,Master,0,2025-03-07,2025-04-09,546,6.8,India
Data Engineer,151251,USD,EX,FL,DeepTech Ventures,100,Master,15,2025-03-01,2025-04-23,1030,9.6,Australia
AI Software Engineer,87663,USD,EX,FL,Predictive Systems,50,Master,13,2025-04-25,2025-05-27,746,5.9,France
AI Research Scientist,65277,USD,SE,FL,DataVision Ltd,100,Associate,6,2025-03-12,2025-04-25,888,7.8,France
Research Scientist,52768,USD,MI,FT,Machine Intelligence Group,0,Associate,3,2024-04-07,2024-04-25,1624,7.7,Netherlands
Machine Learning Researcher,55351,USD,EN,PT,Algorithmic Solutions,0,Bachelor,1,2025-02-26,2025-05-01,1861,5.9,China
AI Architect,70272,USD,EN,FL,DeepTech Ventures,100,PhD,1,2024-08-09,2024-08-27,1375,6.1,Denmark
Principal Data Scientist,85950,USD,EN,FL,Cloud AI Solutions,100,Associate,0,2025-04-26,2025-06-27,1922,6.3,Australia
AI Consultant,149258,EUR,EX,PT,DataVision Ltd,0,Associate,13,2024-05-15,2024-06-11,2201,6.5,Germany
Research Scientist,51215,USD,EN,CT,TechCorp Inc,50,Bachelor,1,2025-03-16,2025-05-27,1235,5.0,Australia
Principal Data Scientist,155288,USD,EX,CT,Machine Intelligence Group,100,Bachelor,16,2024-09-29,2024-12-10,2363,5.2,Austria
AI Specialist,82498,USD,MI,FL,Autonomous Tech,100,PhD,2,2024-08-04,2024-08-31,2349,8.2,Austria
Autonomous Systems Engineer,68010,USD,MI,CT,Cloud AI Solutions,100,Associate,2,2024-09-30,2024-11-09,1058,8.4,Germany
Data Scientist,251004,GBP,EX,FT,Smart Analytics,50,PhD,14,2024-05-17,2024-07-02,2082,7.5,United Kingdom
Principal Data Scientist,150258,GBP,SE,FT,AI Innovations,50,Associate,9,2024-02-17,2024-04-21,2013,5.1,United Kingdom
ML Ops Engineer,114987,EUR,MI,PT,Smart Analytics,0,Bachelor,2,2025-01-08,2025-01-25,1370,9.8,Germany
AI Specialist,79017,USD,EN,FL,Advanced Robotics,0,Associate,0,2024-06-24,2024-07-10,1706,9.6,Sweden
Robotics Engineer,80390,EUR,EN,FL,Cognitive Computing,50,Associate,1,2024-10-11,2024-12-12,823,6.5,France
AI Software Engineer,66202,USD,MI,FL,Cognitive Computing,100,Associate,4,2024-12-25,2025-01-23,1360,8.9,Finland
Data Analyst,85906,EUR,MI,CT,Machine Intelligence Group,0,Associate,2,2024-08-09,2024-10-13,1670,7.9,Norway
Data Analyst,209819,USD,SE,FL,Predictive Systems,50,Associate,5,2024-12-31,2025-02-10,2418,8.0,Israel
AI Software Engineer,71786,USD,EN,FL,Autonomous Tech,100,Master,1,2025-02-02,2025-03-21,870,5.1,Sweden
AI Software Engineer,48204,USD,EN,PT,AI Innovations,100,Master,1,2024-01-15,2024-03-13,1691,7.8,China
Research Scientist,69583,USD,SE,FT,Digital Transformation LLC,50,PhD,5,2024-12-19,2025-02-23,2208,9.0,Israel
AI Consultant,121197,USD,SE,FT,AI Innovations,100,Bachelor,5,2025-01-20,2025-02-12,2062,5.1,United States
Data Analyst,139649,USD,EX,FL,Cloud AI Solutions,100,Bachelor,10,2024-10-20,2024-12-28,592,9.4,Ireland
Deep Learning Engineer,57122,USD,EN,FT,Predictive Systems,50,Bachelor,0,2024-04-15,2024-05-05,2140,8.8,Japan
Deep Learning Engineer,109853,USD,MI,FL,Algorithmic Solutions,50,Master,2,2024-07-03,2024-07-19,2123,8.2,Switzerland
AI Architect,89079,USD,MI,FL,Future Systems,50,Master,2,2024-12-02,2025-01-10,544,8.3,Sweden
Principal Data Scientist,191497,USD,EX,PT,Cloud AI Solutions,50,Associate,11,2024-03-18,2024-05-17,1394,6.2,Denmark
AI Architect,172417,USD,EX,PT,Algorithmic Solutions,100,Master,14,2025-02-14,2025-04-07,1008,5.4,Singapore
AI Architect,127796,USD,SE,FT,Autonomous Tech,50,Associate,6,2024-07-15,2024-09-01,1892,5.8,Australia
Data Analyst,82552,USD,SE,PT,Algorithmic Solutions,100,Master,7,2024-08-04,2024-08-29,1874,8.9,Finland
Computer Vision Engineer,86448,USD,SE,CT,Neural Networks Co,50,Associate,8,2024-09-08,2024-10-12,2493,7.6,Sweden
Machine Learning Researcher,80394,USD,MI,PT,DeepTech Ventures,100,PhD,4,2024-12-05,2025-01-07,1538,8.5,India
